Name,Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,M,Engine,E,Engine_range,Power,Seats,Price
Hyundai i20 2015-2017 1.2 Asta with AVN,Hyundai,Pune,2010,50000,Petrol,Manual,Second,17.0 kmpl,17.00,1197 CC,1197,1000-2000,80 bhp,5,3
Honda Jazz Active,Honda,Kolkata,2010,39800,Petrol,Manual,First,16.0 kmpl,16.00,1198 CC,1198,1000-2000,90 bhp,5,1.99
Maruti A-Star Lxi,Maruti,Kolkata,2010,60000,Petrol,Manual,First,19.0 kmpl,19.00,998 CC,998,<1000,66.1 bhp,5,1.35
BMW 3 Series 320d Highline,BMW,Hyderabad,2009,58000,Diesel,Automatic,First,16.07 kmpl,16.07,1995 CC,1995,1000-2000,181 bhp,5,13.5
Skoda Yeti Elegance,Skoda,Hyderabad,2010,110009,Diesel,Manual,First,17.67 kmpl,17.67,1968 CC,1968,1000-2000,138.08 bhp,5,6.99
Nissan Terrano XV Premium 110 PS,Nissan,Hyderabad,2013,85000,Diesel,Manual,First,19.01 kmpl,19.01,1461 CC,1461,1000-2000,108.5 bhp,5,8.5
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Pune,2010,84000,Diesel,Manual,Second,22.07 kmpl,22.07,1199 CC,1199,1000-2000,73.9 bhp,5,2.89
BMW 3 Series 320d,BMW,Mumbai,2011,51000,Diesel,Automatic,First,22.69 kmpl,22.69,1995 CC,1995,1000-2000,190 bhp,5,10.5
Nissan Sunny 2011-2014 XL,Nissan,Kochi,2013,68880,Petrol,Manual,First,16.95 kmpl,16.95,1498 CC,1498,1000-2000,97.7 bhp,5,3.97
Maruti Alto K10 VXI AGS,Maruti,Chennai,2017,5500,Petrol,Automatic,First,24.07 kmpl,24.07,998 CC,998,<1000,67.1 bhp,5,4.25
Maruti Ritz ZXI,Maruti,Coimbatore,2016,40052,Petrol,Manual,First,21.1 kmpl,21.10,1197 CC,1197,1000-2000,85.80 bhp,5,6.17
Audi Q5 30 TDI quattro Premium Plus,Audi,Coimbatore,2016,47293,Diesel,Automatic,First,14.16 kmpl,14.16,1968 CC,1968,1000-2000,174.3 bhp,5,38.72
Hyundai Verna CRDi SX,Hyundai,Hyderabad,2013,79663,Diesel,Manual,First,16.8 kmpl,16.80,1493 CC,1493,1000-2000,110 bhp,5,6.5
Honda Amaze S i-Dtech,Honda,Jaipur,2013,63000,Diesel,Manual,Second,25.8 kmpl,25.80,1498 CC,1498,1000-2000,98.6 bhp,5,4.25
Honda City i DTEC SV,Honda,Kolkata,2014,45000,Diesel,Manual,First,26.0 kmpl,26.00,1498 CC,1498,1000-2000,98.6 bhp,5,4.75
Toyota Fortuner TRD Sportivo 2.8 2WD AT,Toyota,Kochi,2014,56501,Diesel,Automatic,First,12.9 kmpl,12.90,2755 CC,2755,2000-3000,174.5 bhp,7,17.71
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Jaipur,2015,58000,Diesel,Manual,First,20.34 kmpl,20.34,1498 CC,1498,1000-2000,103.2 bhp,5,5.85
BMW 5 Series 520d Luxury Line,BMW,Coimbatore,2011,51602,Diesel,Automatic,First,22.48 kmpl,22.48,1995 CC,1995,1000-2000,190 bhp,5,17.27
BMW 3 Series 320d Sedan,BMW,Hyderabad,2007,74199,Diesel,Automatic,First,16.07 kmpl,16.07,1995 CC,1995,1000-2000,181 bhp,5,9.25
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Ahmedabad,2017,25000,Petrol,Automatic,First,13.0 kmpl,13.00,1591 CC,1591,1000-2000,121.3 bhp,5,12.75
BMW 3 Series Luxury Line,BMW,Pune,2016,70000,Diesel,Automatic,Second,21.76 kmpl,21.76,1995 CC,1995,1000-2000,190 bhp,5,27
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Mercedes-Benz,Bangalore,2013,25000,Diesel,Automatic,Second,14.84 kmpl,14.84,2143 CC,2143,2000-3000,167.62 bhp,5,21
Maruti Swift Dzire VDI,Maruti,Hyderabad,2017,22000,Diesel,Manual,First,26.59 kmpl,26.59,1248 CC,1248,1000-2000,74 bhp,5,7.95
Maruti Celerio ZXI,Maruti,Hyderabad,2015,47020,Petrol,Manual,Second,23.1 kmpl,23.10,998 CC,998,<1000,67.04 bhp,5,4.5
BMW 3 Series 320d GT Luxury Line,BMW,Mumbai,2017,8000,Diesel,Automatic,First,19.59 kmpl,19.59,1995 CC,1995,1000-2000,187.74 bhp,5,33.75
Audi Q7 4.2 TDI Quattro Technology,Audi,Delhi,2010,73000,Diesel,Automatic,First,11.33 kmpl,11.33,4134 CC,4134,4000-5000,335.2 bhp,7,17.51
Honda Jazz V,Honda,Kochi,2017,36973,Petrol,Manual,First,18.2 kmpl,18.20,1199 CC,1199,1000-2000,88.7 bhp,5,6.8
Tata Nano Cx BSIV,Tata,Coimbatore,2014,42083,Petrol,Manual,First,25.4 kmpl,25.40,624 CC,624,<1000,37.48 bhp,4,1.68
Maruti Alto 800 2016-2019 LXI,Maruti,Chennai,2016,61000,Petrol,Manual,First,24.7 kmpl,24.70,796 CC,796,<1000,47.3 bhp,5,2.9
Maruti Wagon R VXI,Maruti,Mumbai,2014,43628,Petrol,Manual,First,22.5 kmpl,22.50,998 CC,998,<1000,67.04 bhp,5,3.16
Hyundai Xcent 1.1 CRDi Base,Hyundai,Jaipur,2014,60000,Diesel,Manual,First,24.4 kmpl,24.40,1120 CC,1120,1000-2000,71 bhp,5,3.9
Chevrolet Beat LT,Chevrolet,Delhi,2010,54000,Petrol,Manual,Second,17.8 kmpl,17.80,1199 CC,1199,1000-2000,76.8 bhp,5,1.95
Jaguar XF 2.2 Litre Luxury,Jaguar,Kochi,2015,27001,Diesel,Automatic,First,16.36 kmpl,16.36,2179 CC,2179,2000-3000,187.7 bhp,5,26.52
Volkswagen Passat Diesel Highline 2.0 TDI,Volkswagen,Chennai,2010,52000,Diesel,Automatic,First,18.33 kmpl,18.33,1968 CC,1968,1000-2000,167.7 bhp,5,9
Hyundai i20 Asta 1.4 CRDi,Hyundai,Hyderabad,2012,80000,Diesel,Manual,First,21.27 kmpl,21.27,1396 CC,1396,1000-2000,88.76 bhp,5,4.5
Mitsubishi Pajero 2.8 SFX,Mitsubishi,Chennai,2008,160000,Diesel,Manual,First,10.5 kmpl,10.50,2835 CC,2835,2000-3000,107.2 bhp,6,8.75
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,Chennai,2018,3300,Diesel,Automatic,First,24.3 kmpl,24.30,1248 CC,1248,1000-2000,88.5 bhp,5,11.5
Maruti Alto K10 LXI,Maruti,Delhi,2016,35027,Petrol,Manual,First,24.07 kmpl,24.07,998 CC,998,<1000,67.1 bhp,5,3
Hyundai EON Magna Plus,Hyundai,Coimbatore,2015,26568,Petrol,Manual,First,21.1 kmpl,21.10,814 CC,814,<1000,55.2 bhp,5,3.79
Maruti Ciaz VDi Plus SHVS,Maruti,Ahmedabad,2015,59000,Diesel,Manual,First,28.09 kmpl,28.09,1248 CC,1248,1000-2000,88.5 bhp,5,6
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Bangalore,2016,51000,Diesel,Manual,First,19.67 kmpl,19.67,1582 CC,1582,1000-2000,126.2 bhp,5,13.25
Skoda Superb Ambition 2.0 TDI CR AT,Skoda,Delhi,2012,56400,Diesel,Automatic,First,17.2 kmpl,17.20,1968 CC,1968,1000-2000,138.1 bhp,5,8
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Hyderabad,2015,80000,Diesel,Manual,First,20.14 kmpl,20.14,1498 CC,1498,1000-2000,88.8 bhp,5,5.8
BMW 5 Series 520d Sedan,BMW,Delhi,2012,72000,Diesel,Automatic,Third,18.48 kmpl,18.48,,#VALUE!,#VALUE!,,,13.85
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Hyderabad,2013,107000,Diesel,Manual,Second,12.99 kmpl,12.99,2494 CC,2494,2000-3000,100.6 bhp,7,13.5
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mercedes-Benz,Pune,2014,100000,Diesel,Automatic,First,14.21 kmpl,14.21,2143 CC,2143,2000-3000,203 bhp,5,25
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Kochi,2016,59998,Diesel,Manual,First,20.14 kmpl,20.14,1498 CC,1498,1000-2000,88.8 bhp,5,5.49
Audi Q3 2.0 TDI,Audi,Hyderabad,2013,105000,Diesel,Automatic,First,17.32 kmpl,17.32,1968 CC,1968,1000-2000,150 bhp,5,19
Hyundai i20 1.2 Magna,Hyundai,Kolkata,2011,36000,Petrol,Manual,First,18.5 kmpl,18.50,1197 CC,1197,1000-2000,80 bhp,5,2.5
Hyundai i10 Sportz 1.1L,Hyundai,Kolkata,2015,24350,Petrol,Manual,Second,19.81 kmpl,19.81,1086 CC,1086,1000-2000,68.05 bhp,5,3
Tata Tigor 1.05 Revotorq XT,Tata,Kochi,2018,28973,Diesel,Manual,First,24.7 kmpl,24.70,1047 CC,1047,1000-2000,69 bhp,5,6.64
Hyundai EON Era,Hyundai,Kochi,2017,8243,Petrol,Manual,First,21.1 kmpl,21.10,814 CC,814,<1000,55.2 bhp,5,3.21
Hyundai Santro Xing GLS,Hyundai,Chennai,2009,136642,Petrol,Manual,Second,17.92 kmpl,17.92,1086 CC,1086,1000-2000,62.1 bhp,5,1.55
Hyundai Santro Xing GLS,Hyundai,Hyderabad,2011,60000,Petrol,Manual,First,17.92 kmpl,17.92,1086 CC,1086,1000-2000,62.1 bhp,5,2.59
Mahindra Scorpio SLX,Mahindra,Chennai,2008,100000,Diesel,Manual,Second,12.7 kmpl,12.70,2609 CC,2609,2000-3000,120 bhp,8,4
Honda City i-VTEC S,Honda,Jaipur,2010,48689,Petrol,Manual,First,17.4 kmpl,17.40,1497 CC,1497,1000-2000,117.3 bhp,5,3.87
Maruti Vitara Brezza ZDi,Maruti,Bangalore,2017,45000,Diesel,Manual,First,24.3 kmpl,24.30,1248 CC,1248,1000-2000,88.5 bhp,5,9.75
Audi A4 35 TDI Technology Edition,Audi,Kochi,2019,38163,Diesel,Automatic,First,17.11 kmpl,17.11,1968 CC,1968,1000-2000,174.33 bhp,5,32.91
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mercedes-Benz,Chennai,2011,43800,Diesel,Automatic,Second,14.21 kmpl,14.21,2143 CC,2143,2000-3000,203 bhp,5,16.75
Honda Civic 2006-2010 1.8 MT Sport,Honda,Jaipur,2007,92000,Petrol,Manual,First,13.5 kmpl,13.50,1799 CC,1799,1000-2000,130 bhp,5,1.9
Hyundai i20 Magna 1.2,Hyundai,Kochi,2017,14064,Petrol,Manual,First,18.6 kmpl,18.60,1197 CC,1197,1000-2000,81.83 bhp,5,6.59
Audi Q3 35 TDI Quattro Premium Plus,Audi,Coimbatore,2017,42366,Diesel,Automatic,First,15.73 kmpl,15.73,1968 CC,1968,1000-2000,174.33 bhp,5,31.93
Honda City i DTEC VX,Honda,Jaipur,2014,76551,Diesel,Manual,First,25.1 kmpl,25.10,1498 CC,1498,1000-2000,98.6 bhp,5,7.25
Hyundai i10 Era 1.1 iTech SE,Hyundai,Pune,2008,72672,Petrol,Manual,First,19.81 kmpl,19.81,1086 CC,1086,1000-2000,68.05 bhp,5,1.9
Maruti Swift VDI BSIV,Maruti,Kolkata,2015,45000,Diesel,Manual,First,25.2 kmpl,25.20,1248 CC,1248,1000-2000,74 bhp,5,3.55
Ford Endeavour 3.0L 4X4 AT,Ford,Hyderabad,2012,91696,Diesel,Automatic,First,11.4 kmpl,11.40,2953 CC,2953,2000-3000,153.86 bhp,7,9.25
Ford Ikon 1.3 Flair,Ford,Kochi,2009,66484,Petrol,Manual,First,13.8 kmpl,13.80,1299 CC,1299,1000-2000,70 bhp,5,1.65
BMW X1 sDrive 20d xLine,BMW,Coimbatore,2019,15456,Diesel,Automatic,First,20.68 kmpl,20.68,1995 CC,1995,1000-2000,190 bhp,5,36.64
Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,Mercedes-Benz,Mumbai,2011,55000,Diesel,Automatic,Second,14.21 kmpl,14.21,2143 CC,2143,2000-3000,203 bhp,5,16
Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,Kochi,2019,21112,CNG,Manual,First,15.1 km/kg,15.10,1196 CC,1196,1000-2000,73 bhp,5,5.38
Honda Jazz Select Edition,Honda,Pune,2011,98000,Petrol,Manual,First,16.7 kmpl,16.70,,#VALUE!,#VALUE!,,,3.15
Honda Amaze S i-Dtech,Honda,Ahmedabad,2014,61297,Diesel,Manual,First,25.8 kmpl,25.80,1498 CC,1498,1000-2000,98.6 bhp,5,4.35
Maruti Zen LXi - BS III,Maruti,Hyderabad,2006,80000,Petrol,Manual,Second,17.3 kmpl,17.30,993 CC,993,<1000,60 bhp,5,1.2
Hyundai i20 Magna,Hyundai,Jaipur,2013,59000,Petrol,Manual,Second,18.5 kmpl,18.50,1197 CC,1197,1000-2000,80 bhp,5,4.1
BMW X5 3.0d,BMW,Chennai,2009,150000,Diesel,Automatic,First,11.0 kmpl,11.00,2993 CC,2993,2000-3000,235 bhp,5,18.75
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Coimbatore,2017,60083,Diesel,Manual,First,19.67 kmpl,19.67,1582 CC,1582,1000-2000,126.2 bhp,5,13.78
Maruti Swift Dzire LDI,Maruti,Kolkata,2016,85450,Diesel,Manual,First,26.59 kmpl,26.59,1248 CC,1248,1000-2000,74 bhp,5,4
Maruti Swift VDI,Maruti,Jaipur,2013,88000,Diesel,Manual,First,22.9 kmpl,22.90,1248 CC,1248,1000-2000,74 bhp,5,4.33
Hyundai Grand i10 1.2 CRDi Asta,Hyundai,Kochi,2015,81828,Diesel,Manual,First,24.0 kmpl,24.00,1186 CC,1186,1000-2000,73.97 bhp,5,5.43
Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,Mumbai,2016,18000,Petrol,Manual,First,18.16 kmpl,18.16,1196 CC,1196,1000-2000,86.8 bhp,5,4.9
BMW X5 X5 M,BMW,Chennai,2017,15000,Diesel,Automatic,First,15.97 kmpl,15.97,2993 CC,2993,2000-3000,258 bhp,5,70
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Mercedes-Benz,Kolkata,2016,34000,Diesel,Automatic,First,11.78 kmpl,11.78,2143 CC,2143,2000-3000,167.62 bhp,5,25.5
Hyundai Grand i10 AT Asta,Hyundai,Ahmedabad,2015,46000,Petrol,Automatic,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,82 bhp,5,5.1
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Hyderabad,2013,48158,Diesel,Manual,First,22.32 kmpl,22.32,1582 CC,1582,1000-2000,126.32 bhp,5,6.7
BMW 5 Series 525d Sedan,BMW,Hyderabad,2013,93000,Diesel,Automatic,First,16.73 kmpl,16.73,2993 CC,2993,2000-3000,218 bhp,5,26.5
Nissan Micra Diesel XV Premium,Nissan,Ahmedabad,2013,71007,Diesel,Manual,First,23.08 kmpl,23.08,1461 CC,1461,1000-2000,63.1 bhp,5,3.9
Maruti SX4 ZXI MT BSIV,Maruti,Pune,2010,63067,Petrol,Manual,Second,15.5 kmpl,15.50,1586 CC,1586,1000-2000,103.3 bhp,5,2.7
Tata Manza Aura Quadrajet BS IV,Tata,Hyderabad,2011,70259,Diesel,Manual,First,21.12 kmpl,21.12,1248 CC,1248,1000-2000,88.8 bhp,5,2.95
Audi A4 2.0 TDI Multitronic,Audi,Ahmedabad,2015,13000,Diesel,Automatic,First,16.55 kmpl,16.55,1968 CC,1968,1000-2000,140 bhp,5,23
Maruti Swift Ldi BSIV,Maruti,Pune,2009,140000,Diesel,Manual,Second,17.8 kmpl,17.80,1248 CC,1248,1000-2000,75 bhp,5,2.49
Maruti Swift LDI Optional,Maruti,Jaipur,2015,130000,Diesel,Manual,First,25.2 kmpl,25.20,1248 CC,1248,1000-2000,74 bhp,5,4.5
Toyota Corolla Altis Diesel D4DJ,Toyota,Delhi,2011,89401,Diesel,Manual,First,21.43 kmpl,21.43,1364 CC,1364,1000-2000,87.2 bhp,5,4.5
Honda Jazz 1.5 VX i DTEC,Honda,Hyderabad,2015,67000,Diesel,Manual,First,27.3 kmpl,27.30,1498 CC,1498,1000-2000,98.6 bhp,5,6.9
BMW 6 Series 650i Coupe,BMW,Kochi,2010,65329,Petrol,Automatic,First,7.94 kmpl,7.94,4395 CC,4395,4000-5000,450 bhp,4,20.72
Skoda Fabia 1.2 Petrol Active,Skoda,Jaipur,2010,72000,Petrol,Manual,First,16.25 kmpl,16.25,1198 CC,1198,1000-2000,73.9 bhp,5,2.21
Fiat Siena 1.2 ELX,Fiat,Jaipur,2001,70000,Petrol,Manual,Third,0.0 kmpl,0.00,1242 CC,1242,1000-2000,null bhp,5,0.55
Land Rover Freelander 2 HSE,Land,Mumbai,2011,82000,Diesel,Automatic,Second,12.35 kmpl,12.35,2179 CC,2179,2000-3000,187.74 bhp,5,13.9
Ford Fiesta 1.6 ZXi Duratec,Ford,Pune,2010,85000,Petrol,Manual,First,15.3 kmpl,15.30,1596 CC,1596,1000-2000,101 bhp,5,1.46
Hyundai Verna SX CRDi AT,Hyundai,Pune,2012,83000,Diesel,Automatic,First,19.08 kmpl,19.08,1582 CC,1582,1000-2000,126.32 bhp,5,6
Renault KWID 1.0 RXT Optional,Renault,Jaipur,2016,26000,Petrol,Manual,First,21.7 kmpl,21.70,999 CC,999,<1000,67 bhp,5,3
Tata Indica Vista Quadrajet 90 ZX Plus,Tata,Delhi,2012,27000,Diesel,Manual,First,22.3 kmpl,22.30,1248 CC,1248,1000-2000,88.8 bhp,5,3.5
Hyundai i20 Active 1.4 SX,Hyundai,Kochi,2018,37746,Diesel,Manual,First,21.19 kmpl,21.19,1396 CC,1396,1000-2000,88.73 bhp,5,7.59
Maruti SX4 Zxi BSIII,Maruti,Mumbai,2009,63274,Petrol,Manual,Second,15.0 kmpl,15.00,1586 CC,1586,1000-2000,104.68 bhp,5,1.99
Renault KWID RXT,Renault,Hyderabad,2016,25000,Petrol,Manual,First,25.17 kmpl,25.17,799 CC,799,<1000,53.3 bhp,5,3.8
Mahindra Xylo E4 ABS BS III,Mahindra,Bangalore,2013,197000,Diesel,Manual,First,11.68 kmpl,11.68,2498 CC,2498,2000-3000,112 bhp,7,4
Hyundai EON D Lite Plus,Hyundai,Bangalore,2013,45010,Petrol,Manual,Second,21.1 kmpl,21.10,814 CC,814,<1000,55.2 bhp,5,2.95
Honda Amaze VX i-DTEC,Honda,Delhi,2013,75348,Diesel,Manual,First,25.8 kmpl,25.80,1498 CC,1498,1000-2000,98.6 bhp,5,3.75
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Kolkata,2010,90110,Diesel,Manual,First,22.07 kmpl,22.07,1199 CC,1199,1000-2000,73.9 bhp,5,2.5
Honda City 1.5 V MT,Honda,Pune,2011,102013,Petrol,Manual,First,17.0 kmpl,17.00,1497 CC,1497,1000-2000,118 bhp,5,3.75
Toyota Fortuner 4x2 AT,Toyota,Pune,2015,36000,Diesel,Automatic,First,12.55 kmpl,12.55,2982 CC,2982,2000-3000,168.5 bhp,7,22
Honda Amaze E i-Vtech,Honda,Kochi,2017,37578,Petrol,Manual,First,18.0 kmpl,18.00,1198 CC,1198,1000-2000,86.7 bhp,5,6.14
BMW 1 Series 118d Base,BMW,Pune,2015,46001,Diesel,Automatic,First,20.58 kmpl,20.58,1995 CC,1995,1000-2000,143 bhp,5,16
Maruti Celerio VXI AT,Maruti,Hyderabad,2014,46559,Petrol,Automatic,First,23.1 kmpl,23.10,998 CC,998,<1000,67.04 bhp,5,3.75
Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,Mumbai,2015,48000,Diesel,Manual,First,12.99 kmpl,12.99,2494 CC,2494,2000-3000,100.6 bhp,8,11.75
Jaguar XF 2.2 Litre Luxury,Jaguar,Pune,2013,46000,Diesel,Automatic,Second,16.36 kmpl,16.36,2179 CC,2179,2000-3000,187.7 bhp,5,24
Honda WRV i-VTEC VX,Honda,Hyderabad,2017,15000,Petrol,Manual,First,17.5 kmpl,17.50,1199 CC,1199,1000-2000,88.7 bhp,5,8.9
BMW X1 sDrive20d,BMW,Chennai,2012,85000,Diesel,Automatic,Third,17.05 kmpl,17.05,1995 CC,1995,1000-2000,184 bhp,5,10
Skoda Rapid 1.6 MPI AT Elegance,Skoda,Mumbai,2014,32000,Petrol,Automatic,First,14.3 kmpl,14.30,1598 CC,1598,1000-2000,103.5 bhp,5,5.55
Volkswagen Vento 1.6 Comfortline,Volkswagen,Kochi,2012,60818,Petrol,Manual,First,16.09 kmpl,16.09,1598 CC,1598,1000-2000,103.5 bhp,5,3.59
Ford EcoSport 1.5 TDCi Trend Plus BE,Ford,Coimbatore,2019,35188,Diesel,Manual,First,22.77 kmpl,22.77,1498 CC,1498,1000-2000,98.59 bhp,5,11.13
Mahindra XUV500 W6 2WD,Mahindra,Jaipur,2012,110000,Diesel,Manual,First,15.1 kmpl,15.10,2179 CC,2179,2000-3000,140 bhp,7,7.2
Ford Fiesta Classic 1.4 Duratorq LXI,Ford,Mumbai,2014,61000,Diesel,Manual,First,18.6 kmpl,18.60,1388 CC,1388,1000-2000,67 bhp,5,2.98
Hyundai Santro Xing GLS,Hyundai,Pune,2010,75000,Petrol,Manual,Second,17.92 kmpl,17.92,1086 CC,1086,1000-2000,62.1 bhp,5,1.7
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mercedes-Benz,Delhi,2015,55000,Diesel,Automatic,First,12.0 kmpl,12.00,2987 CC,2987,2000-3000,224 bhp,7,52
Maruti Alto LXi BSII,Maruti,Pune,2003,69966,Petrol,Manual,First,19.7 kmpl,19.70,796 CC,796,<1000,46.3 bhp,5,0.95
Honda City i VTEC VX Option,Honda,Mumbai,2016,42000,Petrol,Manual,First,17.8 kmpl,17.80,1497 CC,1497,1000-2000,117.3 bhp,5,9.25
Hyundai Santa Fe 2WD AT,Hyundai,Bangalore,2014,48000,Diesel,Automatic,First,13.01 kmpl,13.01,2199 CC,2199,2000-3000,194.3 bhp,7,16.25
Mercedes-Benz GLA Class 200 CDI SPORT,Mercedes-Benz,Kolkata,2015,35000,Diesel,Automatic,First,17.9 kmpl,17.90,2143 CC,2143,2000-3000,136 bhp,5,20.99
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Chennai,2005,128000,Diesel,Manual,Second,12.8 kmpl,12.80,2494 CC,2494,2000-3000,102 bhp,8,4.25
BMW 3 Series 320d Sedan,BMW,Bangalore,2008,78000,Diesel,Automatic,Second,16.07 kmpl,16.07,1995 CC,1995,1000-2000,181 bhp,5,7.2
Maruti Swift ZXI,Maruti,Hyderabad,2011,53080,Petrol,Manual,First,18.6 kmpl,18.60,1197 CC,1197,1000-2000,85.8 bhp,5,4.4
Volkswagen Vento Petrol Highline,Volkswagen,Pune,2011,66000,Petrol,Manual,Second,15.04 kmpl,15.04,1598 CC,1598,1000-2000,103.6 bhp,5,4.25
Maruti Ertiga VXI,Maruti,Ahmedabad,2012,25000,Petrol,Manual,First,16.02 kmpl,16.02,1373 CC,1373,1000-2000,93.7 bhp,7,5.35
Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,2016,36139,Petrol,Automatic,Second,18.9 kmpl,18.90,1197 CC,1197,1000-2000,82 bhp,5,6.3
Hyundai Creta 1.6 CRDi SX,Hyundai,Delhi,2017,44000,Diesel,Manual,First,19.67 kmpl,19.67,1582 CC,1582,1000-2000,126.2 bhp,5,12.5
Audi A6 3.0 TDI quattro,Audi,Ahmedabad,2008,50000,Diesel,Automatic,Second,16.77 kmpl,16.77,2967 CC,2967,2000-3000,241.38 bhp,5,7.5
Mahindra XUV500 W8 1.99 mHawk,Mahindra,Delhi,2016,81177,Diesel,Manual,First,16.0 kmpl,16.00,1997 CC,1997,1000-2000,140 bhp,7,11.25
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Ford,Mumbai,2016,26000,Petrol,Automatic,First,16.05 kmpl,16.05,1499 CC,1499,1000-2000,110.4 bhp,5,7.65
Hyundai Xcent 1.1 CRDi Base,Hyundai,Mumbai,2016,100000,Diesel,Manual,First,24.4 kmpl,24.40,1120 CC,1120,1000-2000,71 bhp,5,4.5
Volkswagen Vento 1.5 TDI Comfortline AT,Volkswagen,Hyderabad,2014,75000,Diesel,Automatic,First,21.21 kmpl,21.21,1498 CC,1498,1000-2000,103.2 bhp,5,7.5
Mercedes-Benz S-Class 280 AT,Mercedes-Benz,Kochi,2004,119859,Petrol,Automatic,First,13.0 kmpl,13.00,2987 CC,2987,2000-3000,210 bhp,5,7.1
Hyundai i10 Magna,Hyundai,Mumbai,2010,55980,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,2.25
Audi A4 35 TDI Technology Edition,Audi,Hyderabad,2015,30000,Diesel,Automatic,First,17.11 kmpl,17.11,1968 CC,1968,1000-2000,174.33 bhp,5,27
Hyundai i20 Sportz 1.4 CRDi,Hyundai,Pune,2012,49700,Diesel,Manual,Second,21.9 kmpl,21.90,1396 CC,1396,1000-2000,88.76 bhp,5,4.18
Hyundai Verna 1.4 EX,Hyundai,Chennai,2013,79000,Diesel,Manual,First,23.5 kmpl,23.50,1396 CC,1396,1000-2000,88.7 bhp,5,6.5
Honda City 1.5 V MT,Honda,Delhi,2010,65100,Petrol,Manual,First,17.0 kmpl,17.00,1497 CC,1497,1000-2000,118 bhp,5,3.15
Maruti Ertiga VDI,Maruti,Pune,2016,54161,Diesel,Manual,First,25.47 kmpl,25.47,1248 CC,1248,1000-2000,88.50 bhp,7,7.64
Maruti Alto LXi BSII,Maruti,Hyderabad,2011,28619,Petrol,Manual,First,19.7 kmpl,19.70,796 CC,796,<1000,46.3 bhp,5,2.4
Maruti Wagon R AMT VXI,Maruti,Mumbai,2016,9000,Petrol,Automatic,First,20.51 kmpl,20.51,998 CC,998,<1000,67 bhp,5,4.25
Hyundai Verna 1.6 CRDi AT SX,Hyundai,Kochi,2016,42876,Diesel,Automatic,First,19.08 kmpl,19.08,1582 CC,1582,1000-2000,126.2 bhp,5,9.31
Maruti Alto LXi BSIII,Maruti,Bangalore,2011,64000,Petrol,Manual,First,19.7 kmpl,19.70,796 CC,796,<1000,46.3 bhp,5,2.39
Volkswagen Vento 1.6 Comfortline,Volkswagen,Kochi,2018,20488,Petrol,Manual,Second,16.09 kmpl,16.09,1598 CC,1598,1000-2000,103.5 bhp,5,7.64
Maruti Baleno Zeta 1.2,Maruti,Delhi,2016,21000,Petrol,Manual,First,21.4 kmpl,21.40,1197 CC,1197,1000-2000,83.1 bhp,5,6.21
Land Rover Freelander 2 TD4 SE,Land,Jaipur,2012,119203,Diesel,Automatic,First,0.0 kmpl,0.00,2179 CC,2179,2000-3000,115 bhp,5,16.5
Honda CR-V 2.0L 2WD AT,Honda,Kochi,2011,55987,Petrol,Automatic,First,13.7 kmpl,13.70,1997 CC,1997,1000-2000,153.86 bhp,5,8.22
Toyota Fortuner 2.8 2WD MT,Toyota,Coimbatore,2017,72668,Diesel,Manual,First,14.24 kmpl,14.24,2755 CC,2755,2000-3000,174.5 bhp,7,28.85
Honda City V AT,Honda,Mumbai,2015,32000,Petrol,Automatic,First,15.6 kmpl,15.60,1497 CC,1497,1000-2000,116.3 bhp,5,8.5
Mercedes-Benz SLK-Class 55 AMG,Mercedes-Benz,Bangalore,2014,3000,Petrol,Automatic,Second,12.0 kmpl,12.00,5461 CC,5461,5000+,421 bhp,2,90
Honda City i-VTEC S,Honda,Mumbai,2015,10400,Petrol,Manual,First,17.4 kmpl,17.40,1497 CC,1497,1000-2000,117.3 bhp,5,6.51
